NDC11,drug_class,drug_class_label,ingredient,rxnorm_ingredient_rxcui,rxnorm_product_rxcui,rxnorm_product_tty,rxnorm_product_name,rxnorm_status,rxnorm_direct_rxcui,rxnorm_start_yyyymm,rxnorm_end_yyyymm,source,source_url,notes
58016008296,tzd_ndc,Thiazolidinedione,rosiglitazone,84108,312859,SCD,rosiglitazone 2 MG Oral Tablet,direct,312859,200801,200901,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016008297,tzd_ndc,Thiazolidinedione,rosiglitazone,84108,312859,SCD,rosiglitazone 2 MG Oral Tablet,direct,312859,200801,200901,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016008298,tzd_ndc,Thiazolidinedione,rosiglitazone,84108,312859,SCD,rosiglitazone 2 MG Oral Tablet,direct,312859,200801,200901,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016008299,tzd_ndc,Thiazolidinedione,rosiglitazone,84108,312859,SCD,rosiglitazone 2 MG Oral Tablet,direct,312859,200801,200901,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078200,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078201,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078202,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078203,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078204,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078205,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078206,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078207,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078208,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078209,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078210,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078212,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078214,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078215,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078216,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
58016078218,tzd_ndc,Thiazolidinedione,pioglitazone,33738,261266;317573,SBD;SCD,pioglitazone 15 MG Oral Tablet;pioglitazone 15 MG Oral Tablet [Actos],direct,261266;317573,200706;200801,200901;201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
