NDC11,drug_class,drug_class_label,ingredient,rxnorm_ingredient_rxcui,rxnorm_product_rxcui,rxnorm_product_tty,rxnorm_product_name,rxnorm_status,rxnorm_direct_rxcui,rxnorm_start_yyyymm,rxnorm_end_yyyymm,source,source_url,notes
00169291197,insulin_ndc,Insulin,insulin degludec,1670007,1860172,SBD,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy],direct,1860172,201701,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300301,insulin_ndc,Insulin,"insulin human;regular insulin, human",253182,2206092,SBD,"3 ML insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]",direct,2206092,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300312,insulin_ndc,Insulin,"insulin human;regular insulin, human",253182,2206092,SBD,"3 ML insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]",direct,2206092,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300315,insulin_ndc,Insulin,"insulin human;regular insulin, human",253182,2206092,SBD,"3 ML insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]",direct,2206092,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300325,insulin_ndc,Insulin,"insulin human;regular insulin, human",253182,2206092,SBD,"3 ML insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]",direct,2206092,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300401,insulin_ndc,Insulin,insulin isophane,1605101;253181,2206099,SBD,"3 ML insulin isophane, human 100 UNT/ML Pen Injector [Novolin N]",direct,2206099,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300412,insulin_ndc,Insulin,insulin isophane,1605101;253181,2206099,SBD,"3 ML insulin isophane, human 100 UNT/ML Pen Injector [Novolin N]",direct,2206099,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300415,insulin_ndc,Insulin,insulin isophane,1605101;253181,2206099,SBD,"3 ML insulin isophane, human 100 UNT/ML Pen Injector [Novolin N]",direct,2206099,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300425,insulin_ndc,Insulin,insulin isophane,1605101;253181,2206099,SBD,"3 ML insulin isophane, human 100 UNT/ML Pen Injector [Novolin N]",direct,2206099,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169300701,insulin_ndc,Insulin,"insulin human;insulin isophane;regular insulin, human",1605101;253181;253182,2049380,SBD,"3 ML insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Pen Injector [Novolin]",direct,2049380,201808,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
